id,match_id,event_type,match_time_seconds,half,player_id,players_on_field,created_at
3ab21047-dcc3-4a02-9ba9-39846f9b9fe2,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,ball_loss,76,1,3ead9336-738f-49e8-a94f-714be9fd3431,"[""437901cc-63ae-4dd5-ab0e-d84076e529c1"", ""551cd810-e6d3-4196-b540-557bdee0386a"", ""3ead9336-738f-49e8-a94f-714be9fd3431"", ""57f5858d-a561-4e84-b86b-20fe0ee2c00f"", ""bf71f67c-beb7-4fa8-bfd2-0ae15bb917c2""]",2025-08-09T22:11:11.908073
eef6311f-c5e0-4a98-91c8-7db0c68fc515,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,opponent_shot_on_target,1186,1,,[],2025-08-09T22:11:11.906490
3732ee10-788a-4c92-94bd-01db18ba1c1e,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,recovery,617,1,437901cc-63ae-4dd5-ab0e-d84076e529c1,"[""437901cc-63ae-4dd5-ab0e-d84076e529c1"", ""a824fa91-f2c5-4f5f-a948-dd2784076ebd"", ""f84944a3-fea5-4571-b589-7e6cf37af286"", ""80405a0d-8bd4-42bc-bc52-624341e4053d"", ""6b3978a3-97ec-4ae7-998b-435a0e681d80""]",2025-08-09T22:11:11.906805
09a03324-870c-430e-9a8e-74740cbb043c,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,shot,785,2,f84944a3-fea5-4571-b589-7e6cf37af286,"[""437901cc-63ae-4dd5-ab0e-d84076e529c1"", ""782aecb1-d49b-4a85-ac7f-cb19ff149672"", ""8b8d9730-f186-45cf-bdd7-59cbd0bd5f43"", ""a824fa91-f2c5-4f5f-a948-dd2784076ebd"", ""f84944a3-fea5-4571-b589-7e6cf37af286""]",2025-08-09T22:11:11.905432
f9811b1c-9433-4ff0-84ea-22c8b69ff966,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,shot_on_target,628,2,80405a0d-8bd4-42bc-bc52-624341e4053d,"[""437901cc-63ae-4dd5-ab0e-d84076e529c1"", ""a824fa91-f2c5-4f5f-a948-dd2784076ebd"", ""f84944a3-fea5-4571-b589-7e6cf37af286"", ""80405a0d-8bd4-42bc-bc52-624341e4053d"", ""6b3978a3-97ec-4ae7-998b-435a0e681d80""]",2025-08-09T22:11:11.905588
9b6bbb3b-b26c-4098-b7a7-65b992dd2069,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,shot,398,2,57f5858d-a561-4e84-b86b-20fe0ee2c00f,"[""ed1b17ce-3770-49ed-b478-e6d91847e319"", ""57f5858d-a561-4e84-b86b-20fe0ee2c00f"", ""bf71f67c-beb7-4fa8-bfd2-0ae15bb917c2"", ""782aecb1-d49b-4a85-ac7f-cb19ff149672"", ""8b8d9730-f186-45cf-bdd7-59cbd0bd5f43""]",2025-08-09T22:11:11.905621
03af25a8-004e-4919-ac29-d07ab282d309,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,ball_loss,1156,2,a824fa91-f2c5-4f5f-a948-dd2784076ebd,"[""ed1b17ce-3770-49ed-b478-e6d91847e319"", ""a824fa91-f2c5-4f5f-a948-dd2784076ebd"", ""f84944a3-fea5-4571-b589-7e6cf37af286"", ""80405a0d-8bd4-42bc-bc52-624341e4053d"", ""6b3978a3-97ec-4ae7-998b-435a0e681d80""]",2025-08-09T22:11:11.907714
6643b129-f14d-4839-a2ba-fb190d200de6,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,recovery,1114,2,782aecb1-d49b-4a85-ac7f-cb19ff149672,"[""437901cc-63ae-4dd5-ab0e-d84076e529c1"", ""57f5858d-a561-4e84-b86b-20fe0ee2c00f"", ""bf71f67c-beb7-4fa8-bfd2-0ae15bb917c2"", ""782aecb1-d49b-4a85-ac7f-cb19ff149672"", ""8b8d9730-f186-45cf-bdd7-59cbd0bd5f43""]",2025-08-09T22:11:11.907356
39597205-263f-46b2-a24e-304d06485add,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,recovery,82,2,551cd810-e6d3-4196-b540-557bdee0386a,"[""437901cc-63ae-4dd5-ab0e-d84076e529c1"", ""551cd810-e6d3-4196-b540-557bdee0386a"", ""3ead9336-738f-49e8-a94f-714be9fd3431"", ""57f5858d-a561-4e84-b86b-20fe0ee2c00f"", ""bf71f67c-beb7-4fa8-bfd2-0ae15bb917c2""]",2025-08-09T22:11:11.907173
94b17db0-432f-4b24-b1f8-2a33dd242a2d,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,opponent_shot_on_target,219,2,,[],2025-08-09T22:11:11.905941
d724e9ab-edbb-45a1-8a73-64659e2b6873,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,recovery,790,2,a824fa91-f2c5-4f5f-a948-dd2784076ebd,"[""437901cc-63ae-4dd5-ab0e-d84076e529c1"", ""782aecb1-d49b-4a85-ac7f-cb19ff149672"", ""8b8d9730-f186-45cf-bdd7-59cbd0bd5f43"", ""a824fa91-f2c5-4f5f-a948-dd2784076ebd"", ""f84944a3-fea5-4571-b589-7e6cf37af286""]",2025-08-09T22:11:11.907313
2dab21c4-2808-41f0-a604-12c7fcb9b8c1,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,ball_loss,346,1,437901cc-63ae-4dd5-ab0e-d84076e529c1,"[""437901cc-63ae-4dd5-ab0e-d84076e529c1"", ""80405a0d-8bd4-42bc-bc52-624341e4053d"", ""6b3978a3-97ec-4ae7-998b-435a0e681d80"", ""551cd810-e6d3-4196-b540-557bdee0386a"", ""3ead9336-738f-49e8-a94f-714be9fd3431""]",2025-08-09T22:11:11.907689
69dc6cee-9a33-425f-a825-266108d314c2,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,opponent_shot_on_target,359,1,,[],2025-08-09T22:11:11.905529
dc0e377b-9084-447d-9759-15d68af8497b,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,shot,689,1,57f5858d-a561-4e84-b86b-20fe0ee2c00f,"[""ed1b17ce-3770-49ed-b478-e6d91847e319"", ""551cd810-e6d3-4196-b540-557bdee0386a"", ""3ead9336-738f-49e8-a94f-714be9fd3431"", ""57f5858d-a561-4e84-b86b-20fe0ee2c00f"", ""bf71f67c-beb7-4fa8-bfd2-0ae15bb917c2""]",2025-08-09T22:11:11.906221
d8e45de8-c9a6-45d6-a5d3-3091dee1ec4e,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,recovery,1070,2,782aecb1-d49b-4a85-ac7f-cb19ff149672,"[""437901cc-63ae-4dd5-ab0e-d84076e529c1"", ""57f5858d-a561-4e84-b86b-20fe0ee2c00f"", ""bf71f67c-beb7-4fa8-bfd2-0ae15bb917c2"", ""782aecb1-d49b-4a85-ac7f-cb19ff149672"", ""8b8d9730-f186-45cf-bdd7-59cbd0bd5f43""]",2025-08-09T22:11:11.906823
fcd4a39a-2c20-4abc-8776-260750d3399e,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,ball_loss,572,2,437901cc-63ae-4dd5-ab0e-d84076e529c1,"[""437901cc-63ae-4dd5-ab0e-d84076e529c1"", ""a824fa91-f2c5-4f5f-a948-dd2784076ebd"", ""f84944a3-fea5-4571-b589-7e6cf37af286"", ""80405a0d-8bd4-42bc-bc52-624341e4053d"", ""6b3978a3-97ec-4ae7-998b-435a0e681d80""]",2025-08-09T22:11:11.907650
c24b1b16-3917-4c74-9bd5-a9c221319e1a,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,ball_loss,884,2,437901cc-63ae-4dd5-ab0e-d84076e529c1,"[""437901cc-63ae-4dd5-ab0e-d84076e529c1"", ""782aecb1-d49b-4a85-ac7f-cb19ff149672"", ""8b8d9730-f186-45cf-bdd7-59cbd0bd5f43"", ""a824fa91-f2c5-4f5f-a948-dd2784076ebd"", ""f84944a3-fea5-4571-b589-7e6cf37af286""]",2025-08-09T22:11:11.908029
3f18c2a3-1fdc-4935-963a-25870da90306,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,ball_loss,220,2,ed1b17ce-3770-49ed-b478-e6d91847e319,"[""ed1b17ce-3770-49ed-b478-e6d91847e319"", ""782aecb1-d49b-4a85-ac7f-cb19ff149672"", ""8b8d9730-f186-45cf-bdd7-59cbd0bd5f43"", ""a824fa91-f2c5-4f5f-a948-dd2784076ebd"", ""f84944a3-fea5-4571-b589-7e6cf37af286""]",2025-08-09T22:11:11.907933
bf1389e2-edb6-4c0d-b19d-4651c02d4db7,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,opponent_shot,965,1,,[],2025-08-09T22:11:11.905572
1010c632-fb06-4dc9-a22b-9c387b395bfc,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,shot_on_target,926,1,551cd810-e6d3-4196-b540-557bdee0386a,"[""ed1b17ce-3770-49ed-b478-e6d91847e319"", ""80405a0d-8bd4-42bc-bc52-624341e4053d"", ""6b3978a3-97ec-4ae7-998b-435a0e681d80"", ""551cd810-e6d3-4196-b540-557bdee0386a"", ""3ead9336-738f-49e8-a94f-714be9fd3431""]",2025-08-09T22:11:11.906697
1525483b-2829-45ca-a266-2fefa9acc905,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,recovery,664,2,551cd810-e6d3-4196-b540-557bdee0386a,"[""ed1b17ce-3770-49ed-b478-e6d91847e319"", ""551cd810-e6d3-4196-b540-557bdee0386a"", ""3ead9336-738f-49e8-a94f-714be9fd3431"", ""57f5858d-a561-4e84-b86b-20fe0ee2c00f"", ""bf71f67c-beb7-4fa8-bfd2-0ae15bb917c2""]",2025-08-09T22:11:11.906832
e4f497ee-9153-4090-aa1f-d03f51809493,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,opponent_shot,364,1,,[],2025-08-09T22:11:11.906410
28e17f07-3872-4ddc-aa45-6a55a42f6ada,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,shot_on_target,909,2,3ead9336-738f-49e8-a94f-714be9fd3431,"[""ed1b17ce-3770-49ed-b478-e6d91847e319"", ""80405a0d-8bd4-42bc-bc52-624341e4053d"", ""6b3978a3-97ec-4ae7-998b-435a0e681d80"", ""551cd810-e6d3-4196-b540-557bdee0386a"", ""3ead9336-738f-49e8-a94f-714be9fd3431""]",2025-08-09T22:11:11.906162
ec085f65-0b75-4b48-8528-2a36be92f369,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,ball_loss,719,1,57f5858d-a561-4e84-b86b-20fe0ee2c00f,"[""ed1b17ce-3770-49ed-b478-e6d91847e319"", ""551cd810-e6d3-4196-b540-557bdee0386a"", ""3ead9336-738f-49e8-a94f-714be9fd3431"", ""57f5858d-a561-4e84-b86b-20fe0ee2c00f"", ""bf71f67c-beb7-4fa8-bfd2-0ae15bb917c2""]",2025-08-09T22:11:11.907528
a001f225-6ca8-46d0-a1bd-79015418062f,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,ball_loss,1030,1,782aecb1-d49b-4a85-ac7f-cb19ff149672,"[""437901cc-63ae-4dd5-ab0e-d84076e529c1"", ""57f5858d-a561-4e84-b86b-20fe0ee2c00f"", ""bf71f67c-beb7-4fa8-bfd2-0ae15bb917c2"", ""782aecb1-d49b-4a85-ac7f-cb19ff149672"", ""8b8d9730-f186-45cf-bdd7-59cbd0bd5f43""]",2025-08-09T22:11:11.908099
7794490c-ed38-4d2d-862e-ccc11ffa47ba,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,opponent_shot_on_target,766,2,,[],2025-08-09T22:11:11.905341
3b989058-93a2-4af8-a81c-48750378b305,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,recovery,1007,1,6b3978a3-97ec-4ae7-998b-435a0e681d80,"[""ed1b17ce-3770-49ed-b478-e6d91847e319"", ""80405a0d-8bd4-42bc-bc52-624341e4053d"", ""6b3978a3-97ec-4ae7-998b-435a0e681d80"", ""551cd810-e6d3-4196-b540-557bdee0386a"", ""3ead9336-738f-49e8-a94f-714be9fd3431""]",2025-08-09T22:11:11.907181
7d3edcc3-9d9d-4fcd-91c1-159f02431c03,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,opponent_shot,1084,2,,[],2025-08-09T22:11:11.905988
6af0b321-782c-428e-a804-3e4c4584cf40,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,shot_on_target,442,1,782aecb1-d49b-4a85-ac7f-cb19ff149672,"[""ed1b17ce-3770-49ed-b478-e6d91847e319"", ""57f5858d-a561-4e84-b86b-20fe0ee2c00f"", ""bf71f67c-beb7-4fa8-bfd2-0ae15bb917c2"", ""782aecb1-d49b-4a85-ac7f-cb19ff149672"", ""8b8d9730-f186-45cf-bdd7-59cbd0bd5f43""]",2025-08-09T22:11:11.905911
643b4ac4-986a-488a-8bb3-a54f56f7243b,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,opponent_shot_on_target,911,2,,[],2025-08-09T22:11:11.906074
5179fb45-dbc3-445a-8eba-5dae1e56ed1a,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,opponent_shot,556,1,,[],2025-08-09T22:11:11.905974
1041986f-1243-4201-915b-4bda6488fadf,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,recovery,474,2,ed1b17ce-3770-49ed-b478-e6d91847e319,"[""ed1b17ce-3770-49ed-b478-e6d91847e319"", ""57f5858d-a561-4e84-b86b-20fe0ee2c00f"", ""bf71f67c-beb7-4fa8-bfd2-0ae15bb917c2"", ""782aecb1-d49b-4a85-ac7f-cb19ff149672"", ""8b8d9730-f186-45cf-bdd7-59cbd0bd5f43""]",2025-08-09T22:11:11.907081
31f2e43b-09b9-426d-b86f-7932b088412d,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,recovery,698,2,bf71f67c-beb7-4fa8-bfd2-0ae15bb917c2,"[""ed1b17ce-3770-49ed-b478-e6d91847e319"", ""551cd810-e6d3-4196-b540-557bdee0386a"", ""3ead9336-738f-49e8-a94f-714be9fd3431"", ""57f5858d-a561-4e84-b86b-20fe0ee2c00f"", ""bf71f67c-beb7-4fa8-bfd2-0ae15bb917c2""]",2025-08-09T22:11:11.907019
3fd28273-3fa7-468e-b9a5-c8788065101e,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,ball_loss,760,1,551cd810-e6d3-4196-b540-557bdee0386a,"[""ed1b17ce-3770-49ed-b478-e6d91847e319"", ""551cd810-e6d3-4196-b540-557bdee0386a"", ""3ead9336-738f-49e8-a94f-714be9fd3431"", ""57f5858d-a561-4e84-b86b-20fe0ee2c00f"", ""bf71f67c-beb7-4fa8-bfd2-0ae15bb917c2""]",2025-08-09T22:11:11.908199
542a27a9-4e7f-4d24-901f-e9090c8a1ac4,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,opponent_shot_on_target,457,1,,[],2025-08-09T22:11:11.906185
d452154e-8972-4f0a-807b-dd6277ca3121,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,recovery,512,1,a824fa91-f2c5-4f5f-a948-dd2784076ebd,"[""437901cc-63ae-4dd5-ab0e-d84076e529c1"", ""a824fa91-f2c5-4f5f-a948-dd2784076ebd"", ""f84944a3-fea5-4571-b589-7e6cf37af286"", ""80405a0d-8bd4-42bc-bc52-624341e4053d"", ""6b3978a3-97ec-4ae7-998b-435a0e681d80""]",2025-08-09T22:11:11.907322
71081d8c-136e-432b-a1b6-bb63838598a9,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,opponent_shot_on_target,928,1,,[],2025-08-09T22:11:11.906011
dc34ed0c-8e6f-469e-b0a9-be4dd72f49f5,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,ball_loss,694,2,bf71f67c-beb7-4fa8-bfd2-0ae15bb917c2,"[""ed1b17ce-3770-49ed-b478-e6d91847e319"", ""551cd810-e6d3-4196-b540-557bdee0386a"", ""3ead9336-738f-49e8-a94f-714be9fd3431"", ""57f5858d-a561-4e84-b86b-20fe0ee2c00f"", ""bf71f67c-beb7-4fa8-bfd2-0ae15bb917c2""]",2025-08-09T22:11:11.908190
9ada7ab6-d070-441e-aad6-05623ded73c2,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,opponent_shot_on_target,1033,1,,[],2025-08-09T22:11:11.906242
bb35cd25-3bea-4b13-a3f8-676170cd118f,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,ball_loss,216,2,782aecb1-d49b-4a85-ac7f-cb19ff149672,"[""ed1b17ce-3770-49ed-b478-e6d91847e319"", ""782aecb1-d49b-4a85-ac7f-cb19ff149672"", ""8b8d9730-f186-45cf-bdd7-59cbd0bd5f43"", ""a824fa91-f2c5-4f5f-a948-dd2784076ebd"", ""f84944a3-fea5-4571-b589-7e6cf37af286""]",2025-08-09T22:11:11.908012
49a03349-e1a3-4486-9d12-64e8faf2c125,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,recovery,1147,2,782aecb1-d49b-4a85-ac7f-cb19ff149672,"[""437901cc-63ae-4dd5-ab0e-d84076e529c1"", ""57f5858d-a561-4e84-b86b-20fe0ee2c00f"", ""bf71f67c-beb7-4fa8-bfd2-0ae15bb917c2"", ""782aecb1-d49b-4a85-ac7f-cb19ff149672"", ""8b8d9730-f186-45cf-bdd7-59cbd0bd5f43""]",2025-08-09T22:11:11.907226
97596dd6-1a6d-4fe1-98ab-7532fb851430,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,shot,926,1,551cd810-e6d3-4196-b540-557bdee0386a,"[""ed1b17ce-3770-49ed-b478-e6d91847e319"", ""80405a0d-8bd4-42bc-bc52-624341e4053d"", ""6b3978a3-97ec-4ae7-998b-435a0e681d80"", ""551cd810-e6d3-4196-b540-557bdee0386a"", ""3ead9336-738f-49e8-a94f-714be9fd3431""]",2025-08-09T22:11:11.906691
f6f07c60-b688-4d0d-80fe-d9a5003ea41a,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,recovery,610,2,80405a0d-8bd4-42bc-bc52-624341e4053d,"[""437901cc-63ae-4dd5-ab0e-d84076e529c1"", ""a824fa91-f2c5-4f5f-a948-dd2784076ebd"", ""f84944a3-fea5-4571-b589-7e6cf37af286"", ""80405a0d-8bd4-42bc-bc52-624341e4053d"", ""6b3978a3-97ec-4ae7-998b-435a0e681d80""]",2025-08-09T22:11:11.907000
e27093bd-4d3a-4348-8409-1358dd230d7e,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,shot,909,2,3ead9336-738f-49e8-a94f-714be9fd3431,"[""ed1b17ce-3770-49ed-b478-e6d91847e319"", ""80405a0d-8bd4-42bc-bc52-624341e4053d"", ""6b3978a3-97ec-4ae7-998b-435a0e681d80"", ""551cd810-e6d3-4196-b540-557bdee0386a"", ""3ead9336-738f-49e8-a94f-714be9fd3431""]",2025-08-09T22:11:11.906156
e5a3f090-f73f-4d79-9edf-fc2ea955688f,f4578a81-2d62-4a9a-bd11-c19b70bbd1ad,shot_on_target,722,1,551cd810-e6d3-4196-b540-557bdee0386a,"[""ed1b17ce-3770-49ed-b478-e6d91847e319"", ""551cd810-e6d3-4196-b540-557bdee0386a"", ""3ead9336-738f-49e8-a94f-714be9fd3431"", ""57f5858d-a561-4e84-b86b-20fe0ee2c00f"", ""bf71f67c-beb7-4fa8-bfd2-0ae15bb917c2""]",2025-08-09T22:11:11.906382
